GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
p102_solar_photovoltaic_1,2022,149,.
p102_solar_photovoltaic_1,2023,223.5,.
p102_solar_photovoltaic_1,2024,447,.
p102_solar_photovoltaic_1,2025,223.5,.
p102_solar_photovoltaic_1,2026,298,.
p102_solar_photovoltaic_1,2027,149,.
p103_batteries_1,2021,0.3,0.5
p103_batteries_1,2025,114,456
p103_batteries_1,2026,220,880
p103_biomass_1,1988,10.0381219216661,.
p103_biomass_1,1989,13.5709900925192,.
p103_biomass_1,1991,0.589282998783455,.
p103_biomass_1,1992,13.6322067591221,.
p103_biomass_1,1994,6.64575220829852,.
p103_biomass_1,1995,9.45900946048072,.
p103_biomass_1,1996,4.53766457905461,.
p103_biomass_1,1997,0.294641499391727,.
p103_biomass_1,1998,7.51347848348313,.
p103_biomass_1,2000,0.627546500157359,.
p103_biomass_1,2003,2.05773801383427,.
p103_biomass_1,2005,1.07085820581968,.
p103_biomass_1,2006,1.81415159490425,.
p103_biomass_1,2007,1.73616237650225,.
p103_biomass_1,2009,5.4138224573325,.
p103_biomass_1,2010,4.22638814541304,.
p103_biomass_1,2011,5.5709397810219,.
p103_biomass_1,2012,15.4784332250566,.
p103_biomass_1,2014,1.11400988362496,.
p103_biomass_1,2018,1.30347127222982,.
p103_biomass_1,2020,8.09427611376554,.
p103_biomass_1,2024,1.26019158743878,.
p103_conventional_hydroelectric_1,1931,33.1,.
p103_conventional_steam_coal_1,1952,12,.
p103_conventional_steam_coal_1,1955,10,.
p103_conventional_steam_coal_1,1990,1.4,.
p103_conventional_steam_coal_1,1991,11,.
p103_conventional_steam_coal_1,1994,11,.
p103_conventional_steam_coal_1,1999,3.2,.
p103_conventional_steam_coal_2,1525,1329.3,.
p103_conventional_steam_coal_2,1530,2815,.
p103_conventional_steam_coal_2,1532,1541,.
p103_conventional_steam_coal_2,1990,60,.
p103_hydroelectric_pumped_storage_1,1973,2182.2,33824.1
p103_natural_gas_fired_combined_cycle_1,1989,618,.
p103_natural_gas_fired_combined_cycle_1,1990,1408,.
p103_natural_gas_fired_combined_cycle_1,1998,13.4,.
p103_natural_gas_fired_combined_cycle_1,2002,1152.7,.
p103_natural_gas_fired_combined_cycle_1,2022,1169,.
p103_natural_gas_fired_combined_cycle_1,2028,500,.
p103_natural_gas_fired_combined_cycle_2,1975,11.5,.
p103_natural_gas_fired_combined_cycle_2,1986,11.5,.
p103_natural_gas_fired_combined_cycle_2,1990,37,.
p103_natural_gas_fired_combined_cycle_2,1992,5,.
p103_natural_gas_fired_combined_cycle_2,1995,156,.
p103_natural_gas_fired_combined_cycle_2,2001,400,.
p103_natural_gas_fired_combined_cycle_2,2013,100.2,.
p103_natural_gas_fired_combined_cycle_2,2017,149.1,.
p103_natural_gas_fired_combined_cycle_2,2019,33.7,.
p103_natural_gas_fired_combined_cycle_2,2022,216.1,.
p103_natural_gas_fired_combustion_turbine_1,1966,102,.
p103_natural_gas_fired_combustion_turbine_1,1967,40,.
p103_natural_gas_fired_combustion_turbine_1,1968,23,.
p103_natural_gas_fired_combustion_turbine_1,1970,42,.
p103_natural_gas_fired_combustion_turbine_1,1971,24,.
p103_natural_gas_fired_combustion_turbine_1,1972,25.5,.
p103_natural_gas_fired_combustion_turbine_1,1989,3.2,.
p103_natural_gas_fired_combustion_turbine_1,1990,3.9,.
p103_natural_gas_fired_combustion_turbine_1,1992,78,.
p103_natural_gas_fired_combustion_turbine_1,1995,21,.
p103_natural_gas_fired_combustion_turbine_1,1999,916,.
p103_natural_gas_fired_combustion_turbine_1,2000,302.6,.
p103_natural_gas_fired_combustion_turbine_1,2001,466.9,.
p103_natural_gas_fired_combustion_turbine_1,2002,1592.09,.
p103_natural_gas_fired_combustion_turbine_1,2006,14.3,.
p103_natural_gas_fired_combustion_turbine_1,2013,3.7,.
p103_natural_gas_fired_combustion_turbine_1,2016,451.6,.
p103_natural_gas_fired_combustion_turbine_1,2018,6.8,.
p103_natural_gas_fired_combustion_turbine_1,2022,57.1,.
p103_natural_gas_fired_combustion_turbine_1,2027,15,.
p103_nuclear_1,1988,1161,.
p103_onshore_wind_turbine_1,2008,120.2,.
p103_onshore_wind_turbine_1,2009,59,.
p103_onshore_wind_turbine_1,2011,192,.
p103_onshore_wind_turbine_1,2012,582.2,.
p103_onshore_wind_turbine_1,2013,175.1,.
p103_onshore_wind_turbine_1,2014,368.2,.
p103_onshore_wind_turbine_1,2016,79.4,.
p103_onshore_wind_turbine_1,2017,249,.
p103_onshore_wind_turbine_1,2018,44,.
p103_onshore_wind_turbine_1,2019,285.2,.
p103_onshore_wind_turbine_1,2020,448.6,.
p103_onshore_wind_turbine_1,2021,533.5,.
p103_onshore_wind_turbine_1,2023,337.1,.
p103_onshore_wind_turbine_1,2024,200,.
p103_onshore_wind_turbine_1,2028,198,.
p103_other_peaker_1,1526,43.5,.
p103_other_peaker_1,1532,3.6,.
p103_other_peaker_1,1540,2.7,.
p103_other_peaker_1,1545,17.8,.
p103_other_peaker_1,1547,2,.
p103_other_peaker_1,1550,10.5,.
p103_other_peaker_1,1948,2.6,.
p103_other_peaker_1,1950,19.5,.
p103_other_peaker_1,1951,1,.
p103_other_peaker_1,1964,1.4,.
p103_other_peaker_1,1965,12.5,.
p103_other_peaker_1,1966,12.5,.
p103_other_peaker_1,1968,2,.
p103_other_peaker_1,1973,7.5,.
p103_other_peaker_1,1974,15,.
p103_other_peaker_1,1975,613.1,.
p103_other_peaker_1,1976,6,.
p103_other_peaker_1,1977,627,.
p103_other_peaker_1,1978,5.6,.
p103_other_peaker_1,1979,785,.
p103_other_peaker_1,1980,5.5,.
p103_other_peaker_1,1984,6.7,.
p103_other_peaker_1,1987,1,.
p103_other_peaker_1,1990,3.2,.
p103_other_peaker_1,1993,36,.
p103_other_peaker_1,2001,250,.
p103_other_peaker_1,2006,25,.
p103_other_peaker_1,2015,12.9,.
p103_other_peaker_1,2017,2.2,.
p103_other_peaker_1,2018,3.8,.
p103_other_peaker_1,2020,7.7,.
p103_other_peaker_1,2022,28.2,.
p103_petroleum_liquids_1,1938,1.9,.
p103_petroleum_liquids_1,1947,1.8,.
p103_petroleum_liquids_1,1949,2,.
p103_petroleum_liquids_1,1950,0.8,.
p103_petroleum_liquids_1,1952,1,.
p103_petroleum_liquids_1,1958,1.3,.
p103_petroleum_liquids_1,1960,4.5,.
p103_petroleum_liquids_1,1961,1,.
p103_petroleum_liquids_1,1966,153.4,.
p103_petroleum_liquids_1,1967,0.6,.
p103_petroleum_liquids_1,1968,14,.
p103_petroleum_liquids_1,1969,28,.
p103_petroleum_liquids_1,1970,28,.
p103_petroleum_liquids_1,1971,84.7,.
p103_petroleum_liquids_1,1972,2.8,.
p103_petroleum_liquids_1,1973,2.5,.
p103_petroleum_liquids_1,1976,2.5,.
p103_petroleum_liquids_1,1979,1.1,.
p103_petroleum_liquids_1,1981,14,.
p103_petroleum_liquids_1,1982,0.6,.
p103_petroleum_liquids_1,1984,2.2,.
p103_petroleum_liquids_1,1985,3.7,.
p103_petroleum_liquids_1,1987,1.5,.
p103_petroleum_liquids_1,1988,1.2,.
p103_petroleum_liquids_1,1990,6.5,.
p103_petroleum_liquids_1,1992,1,.
p103_petroleum_liquids_1,1993,2.5,.
p103_petroleum_liquids_1,1995,1.7,.
p103_petroleum_liquids_1,1996,2.4,.
p103_petroleum_liquids_1,1999,2,.
p103_petroleum_liquids_1,2000,6.5,.
p103_petroleum_liquids_1,2001,3.3,.
p103_petroleum_liquids_1,2002,4,.
p103_petroleum_liquids_1,2003,2.6,.
p103_petroleum_liquids_1,2005,4.6,.
p103_petroleum_liquids_1,2006,4.5,.
p103_petroleum_liquids_1,2007,7.7,.
p103_petroleum_liquids_1,2021,7.2,.
p103_small_hydroelectric_1,1901,0,.
p103_small_hydroelectric_1,1907,3.22404657860359,.
p103_small_hydroelectric_1,1911,3.27888098835219,.
p103_small_hydroelectric_1,1912,3.71951723659614,.
p103_small_hydroelectric_1,1913,2.39007059589157,.
p103_small_hydroelectric_1,1915,0.528739436093037,.
p103_small_hydroelectric_1,1916,1.6,.
p103_small_hydroelectric_1,1918,9.9,.
p103_small_hydroelectric_1,1919,0.0233889226818059,.
p103_small_hydroelectric_1,1922,2.22585588711543,.
p103_small_hydroelectric_1,1924,3,.
p103_small_hydroelectric_1,1925,5.0270250405515,.
p103_small_hydroelectric_1,1928,0.0130050937012962,.
p103_small_hydroelectric_1,1929,0.00650254685064812,.
p103_small_hydroelectric_1,1932,0,.
p103_small_hydroelectric_1,1935,0.72275291883135,.
p103_small_hydroelectric_1,1945,0.632408803977431,.
p103_small_hydroelectric_1,1949,0.773390222409383,.
p103_small_hydroelectric_1,1951,0,.
p103_small_hydroelectric_1,1952,0,.
p103_small_hydroelectric_1,1954,0,.
p103_small_hydroelectric_1,1963,0,.
p103_small_hydroelectric_1,1984,1.03898204771438,.
p103_small_hydroelectric_1,1986,0.647797546634226,.
p103_small_hydroelectric_1,1988,0.695407542579075,.
p103_small_hydroelectric_1,1990,3.67316124290349,.
p103_small_hydroelectric_1,2005,0.117643704379562,.
p103_solar_photovoltaic_1,2015,1.8,.
p103_solar_photovoltaic_1,2016,4.6,.
p103_solar_photovoltaic_1,2017,61.5,.
p103_solar_photovoltaic_1,2018,24,.
p103_solar_photovoltaic_1,2019,1.8,.
p103_solar_photovoltaic_1,2020,108,.
p103_solar_photovoltaic_1,2021,17.7,.
p103_solar_photovoltaic_1,2022,354,.
p103_solar_photovoltaic_1,2023,267.5,.
p103_solar_photovoltaic_1,2024,183,.
p103_solar_photovoltaic_1,2025,1057.8,.
p103_solar_photovoltaic_1,2026,1098.2,.
p103_solar_photovoltaic_1,2027,150,.
p104_batteries_1,2018,1,1
p104_biomass_1,2009,3.33979622871046,.
p104_biomass_1,2013,2.59741049704553,.
p104_biomass_1,2019,0.649352624261383,.
p104_natural_gas_fired_combined_cycle_1,1997,11.2,.
p104_natural_gas_fired_combined_cycle_1,1999,0.9,.
p104_natural_gas_fired_combined_cycle_1,2022,1097.1,.
p104_natural_gas_fired_combined_cycle_2,2004,1790.8,.
p104_natural_gas_fired_combustion_turbine_1,1999,76,.
p104_nuclear_1,1972,815.6,.
p104_nuclear_1,1975,1084,.
p104_nuclear_1,1978,1194,.
p104_other_peaker_1,1981,6,.
p104_other_peaker_1,1999,0.8,.
p104_other_peaker_1,2021,5,.
p104_small_hydroelectric_1,1533,0.793732258718573,.
p104_small_hydroelectric_1,1911,0.189896225023962,.
p104_small_hydroelectric_1,1919,1.05717761557178,.
p104_small_hydroelectric_1,1921,0.0977460124357935,.
p104_small_hydroelectric_1,1922,0.14661901865369,.
p104_small_hydroelectric_1,1923,0.382441833941606,.
p104_small_hydroelectric_1,1927,0.900277101919438,.
p104_small_hydroelectric_1,1929,0.127480611313869,.
p104_small_hydroelectric_1,1930,0.14661901865369,.
p104_small_hydroelectric_1,1983,0.332318393791934,.
p104_small_hydroelectric_1,1996,2.4,.
p104_solar_photovoltaic_1,2016,5.6,.
p104_solar_photovoltaic_1,2027,370,.
p105_batteries_1,2024,45,180
p105_batteries_1,2025,56.3,225
p105_biomass_1,2003,2.55534012570965,.
p105_biomass_1,2005,2.16038118410381,.
p105_biomass_1,2007,2.11346013501186,.
p105_biomass_1,2010,3.37778791565288,.
p105_biomass_1,2011,1.92722906528792,.
p105_biomass_1,2012,1.87179867384494,.
p105_biomass_1,2014,6.62990416524023,.
p105_biomass_1,2015,1.88195489360979,.
p105_biomass_1,2017,4.51174793270602,.
p105_biomass_1,2020,1.15504300700583,.
p105_biomass_1,2021,0.815513787230907,.
p105_conventional_hydroelectric_1,2022,2.5,.
p105_conventional_steam_coal_1,1970,505,.
p105_conventional_steam_coal_1,1972,500,.
p105_natural_gas_fired_combined_cycle_1,2002,962.1,.
p105_natural_gas_fired_combined_cycle_1,2003,235.8,.
p105_natural_gas_fired_combined_cycle_1,2018,760,.
p105_natural_gas_fired_combined_cycle_2,2026,16.3,.
p105_natural_gas_fired_combustion_turbine_1,1979,155,.
p105_natural_gas_fired_combustion_turbine_1,1992,84,.
p105_natural_gas_fired_combustion_turbine_1,1993,110,.
p105_natural_gas_fired_combustion_turbine_1,1995,182,.
p105_natural_gas_fired_combustion_turbine_1,1997,42,.
p105_natural_gas_fired_combustion_turbine_1,2000,763,.
p105_natural_gas_fired_combustion_turbine_1,2001,236,.
p105_natural_gas_fired_combustion_turbine_1,2004,90,.
p105_natural_gas_fired_combustion_turbine_1,2019,9.4,.
p105_natural_gas_fired_combustion_turbine_1,2021,68.4,.
p105_natural_gas_fired_combustion_turbine_1,2022,16.2,.
p105_onshore_wind_turbine_1,2008,130.5,.
p105_onshore_wind_turbine_1,2009,806,.
p105_onshore_wind_turbine_1,2010,311.5,.
p105_onshore_wind_turbine_1,2012,200,.
p105_onshore_wind_turbine_1,2014,200,.
p105_onshore_wind_turbine_1,2016,150,.
p105_onshore_wind_turbine_1,2017,219.7,.
p105_onshore_wind_turbine_1,2018,200.4,.
p105_onshore_wind_turbine_1,2020,630.6,.
p105_onshore_wind_turbine_1,2021,502.4,.
p105_onshore_wind_turbine_1,2023,88,.
p105_onshore_wind_turbine_1,2024,200,.
p105_onshore_wind_turbine_1,2026,200,.
p105_onshore_wind_turbine_1,2027,200.2,.
p105_other_peaker_1,1948,22.4,.
p105_other_peaker_1,1950,2.2,.
p105_other_peaker_1,1952,1.7,.
p105_other_peaker_1,1955,28.2,.
p105_other_peaker_1,1956,2,.
p105_other_peaker_1,1961,29,.
p105_other_peaker_1,1962,3,.
p105_other_peaker_1,1967,5,.
p105_other_peaker_1,1969,124.8,.
p105_other_peaker_1,1970,60.5,.
p105_other_peaker_1,1980,38,.
p105_other_peaker_1,1981,18.8,.
p105_other_peaker_1,1984,7.4,.
p105_other_peaker_1,1994,6.4,.
p105_other_peaker_1,1995,30.8,.
p105_other_peaker_1,1996,90,.
p105_other_peaker_1,1997,169,.
p105_other_peaker_1,1999,3.2,.
p105_other_peaker_1,2000,9.4,.
p105_other_peaker_1,2002,32.2,.
p105_other_peaker_1,2005,3.2,.
p105_other_peaker_1,2007,3.2,.
p105_other_peaker_1,2008,3.6,.
p105_other_peaker_1,2009,3.2,.
p105_other_peaker_1,2010,3.2,.
p105_other_peaker_1,2013,2.5,.
p105_other_peaker_1,2017,7.4,.
p105_other_peaker_1,2020,0.9,.
p105_other_peaker_1,2022,3.9,.
p105_other_peaker_1,2023,0.8,.
p105_other_peaker_1,2024,2.5,.
p105_petroleum_liquids_1,1952,2,.
p105_petroleum_liquids_1,1972,10,.
p105_petroleum_liquids_1,1992,1.2,.
p105_petroleum_liquids_1,1996,1.8,.
p105_petroleum_liquids_1,2000,1.8,.
p105_petroleum_liquids_1,2001,0.3,.
p105_petroleum_liquids_1,2002,1.8,.
p105_petroleum_liquids_1,2004,2,.
p105_petroleum_liquids_1,2006,5.4,.
p105_petroleum_liquids_1,2010,1,.
p105_small_hydroelectric_1,1531,1.47214618815896,.
p105_small_hydroelectric_1,1923,2.21854724249797,.
p105_small_hydroelectric_1,1925,2.51476328061638,.
p105_small_hydroelectric_1,1989,0,.
p105_solar_photovoltaic_1,2012,7.5,.
p105_solar_photovoltaic_1,2013,4,.
p105_solar_photovoltaic_1,2014,1.6,.
p105_solar_photovoltaic_1,2015,11.6,.
p105_solar_photovoltaic_1,2016,15.5,.
p105_solar_photovoltaic_1,2017,12.7,.
p105_solar_photovoltaic_1,2018,3.1,.
p105_solar_photovoltaic_1,2019,15.9,.
p105_solar_photovoltaic_1,2020,26.7,.
p105_solar_photovoltaic_1,2021,262.7,.
p105_solar_photovoltaic_1,2022,24.9,.
p105_solar_photovoltaic_1,2023,473.4,.
p105_solar_photovoltaic_1,2024,1195,.
p105_solar_photovoltaic_1,2025,566.2,.
p105_solar_photovoltaic_1,2026,1174,.
p105_waste_heat_1,1998,44.9699158556367,.
p106_batteries_1,2016,20,20
p106_biomass_1,1988,1.76946155210868,.
p106_natural_gas_fired_combined_cycle_1,1950,87,.
p106_natural_gas_fired_combined_cycle_1,2003,223,.
p106_natural_gas_fired_combustion_turbine_1,1994,67,.
p106_natural_gas_fired_combustion_turbine_1,1995,67,.
p106_natural_gas_fired_combustion_turbine_1,2000,268.4,.
p106_natural_gas_fired_combustion_turbine_1,2001,89.6,.
p106_natural_gas_fired_combustion_turbine_1,2002,154,.
p106_other_peaker_1,1938,5,.
p106_other_peaker_1,1958,101,.
p106_other_peaker_1,1961,99,.
p106_other_peaker_1,1973,418,.
p106_petroleum_liquids_1,1967,3,.
p106_petroleum_liquids_1,1973,50,.
p106_petroleum_liquids_1,1998,1,.
p106_petroleum_liquids_1,2001,1,.
p106_petroleum_liquids_1,2005,2,.
p106_petroleum_liquids_1,2010,2,.
p106_solar_photovoltaic_1,2011,1.2,.
p106_solar_photovoltaic_1,2013,38.6,.
p106_solar_photovoltaic_1,2014,38.8,.
p106_solar_photovoltaic_1,2015,12.8,.
p106_solar_photovoltaic_1,2016,0.8,.
p107_batteries_1,2019,6,9.6
p107_batteries_1,2020,10,10
p107_batteries_1,2025,200,877
p107_biomass_1,2009,1.17083586780211,.
p107_conventional_hydroelectric_1,1967,53.7,.
p107_conventional_steam_coal_1,1525,90,.
p107_conventional_steam_coal_1,1955,34.7,.
p107_conventional_steam_coal_1,1973,335,.
p107_conventional_steam_coal_2,1530,2598,.
p107_conventional_steam_coal_2,1955,998.5,.
p107_conventional_steam_coal_2,1956,199.7,.
p107_conventional_steam_coal_2,1960,142.8,.
p107_conventional_steam_coal_2,1964,126.3,.
p107_conventional_steam_coal_2,1965,149.7,.
p107_conventional_steam_coal_2,1970,305.2,.
p107_conventional_steam_coal_2,1975,635,.
p107_conventional_steam_coal_2,1976,635,.
p107_conventional_steam_coal_2,1977,540.3,.
p107_conventional_steam_coal_2,1978,635,.
p107_conventional_steam_coal_2,1979,627,.
p107_conventional_steam_coal_2,1982,1121,.
p107_conventional_steam_coal_2,1983,494,.
p107_conventional_steam_coal_2,1986,534.6,.
p107_conventional_steam_coal_2,2013,1059.2,.
p107_natural_gas_fired_combined_cycle_1,2004,1288,.
p107_natural_gas_fired_combined_cycle_2,2018,723,.
p107_natural_gas_fired_combustion_turbine_1,1991,87,.
p107_natural_gas_fired_combustion_turbine_1,1992,84,.
p107_natural_gas_fired_combustion_turbine_1,2000,701.5,.
p107_natural_gas_fired_combustion_turbine_1,2001,134,.
p107_natural_gas_fired_combustion_turbine_1,2002,87,.
p107_natural_gas_fired_combustion_turbine_1,2005,260.5,.
p107_natural_gas_fired_combustion_turbine_1,2017,98.5,.
p107_natural_gas_fired_combustion_turbine_1,2025,493.4,.
p107_other_peaker_1,2020,6.1,.
p107_petroleum_liquids_1,1967,9,.
p107_petroleum_liquids_1,2004,2,.
p107_solar_photovoltaic_1,2014,0.8,.
p107_solar_photovoltaic_1,2015,8.3,.
p107_solar_photovoltaic_1,2016,15.5,.
p107_solar_photovoltaic_1,2017,20.3,.
p107_solar_photovoltaic_1,2018,14,.
p107_solar_photovoltaic_1,2019,7.2,.
p107_solar_photovoltaic_1,2020,14.6,.
p107_solar_photovoltaic_1,2021,57.6,.
p107_solar_photovoltaic_1,2022,4.3,.
p107_solar_photovoltaic_1,2023,173.9,.
p107_solar_photovoltaic_1,2024,6.1,.
p107_solar_photovoltaic_1,2025,983.9,.
p107_solar_photovoltaic_1,2026,150,.
p107_solar_photovoltaic_1,2028,400,.
p108_biomass_1,2001,18.7712325121654,.
p108_conventional_steam_coal_1,1984,417,.
p108_natural_gas_fired_combined_cycle_1,2017,1160,.
p108_natural_gas_fired_combustion_turbine_1,1976,65,.
p108_natural_gas_fired_combustion_turbine_1,2023,693,.
p108_other_peaker_1,1979,231,.
p108_other_peaker_1,1981,223,.
p108_solar_photovoltaic_1,2025,410,.
p109_batteries_1,2027,125,500
p109_biomass_1,1995,0.409603978072373,.
p109_biomass_1,2002,0.147457432106054,.
p109_biomass_1,2003,3.90928156306064,.
p109_biomass_1,2006,0.848007907542579,.
p109_biomass_1,2007,2.26597982562855,.
p109_biomass_1,2013,0.620742092457421,.
p109_biomass_1,2015,0.596065597526809,.
p109_biomass_1,2016,1.28796334512615,.
p109_biomass_1,2019,0.769015494787075,.
p109_conventional_hydroelectric_1,1925,31.5,.
p109_conventional_hydroelectric_1,1928,100.8,.
p109_conventional_hydroelectric_1,1977,61,.
p109_conventional_hydroelectric_1,2016,105,.
p109_conventional_hydroelectric_1,2025,2.8,.
p109_conventional_hydroelectric_1,2029,2.8,.
p109_conventional_steam_coal_1,1530,297,.
p109_conventional_steam_coal_1,1974,479,.
p109_conventional_steam_coal_1,1977,786,.
p109_conventional_steam_coal_1,1978,394,.
p109_conventional_steam_coal_1,1981,986,.
p109_conventional_steam_coal_1,1982,486,.
p109_conventional_steam_coal_1,1984,478,.
p109_conventional_steam_coal_1,1990,493,.
p109_conventional_steam_coal_1,2005,268,.
p109_conventional_steam_coal_1,2009,268,.
p109_conventional_steam_coal_1,2011,760,.
p109_conventional_steam_coal_2,1971,416,.
p109_conventional_steam_coal_2,1981,600,.
p109_natural_gas_fired_combined_cycle_1,2015,691,.
p109_natural_gas_fired_combined_cycle_2,2027,660,.
p109_natural_gas_fired_combustion_turbine_1,1968,28,.
p109_natural_gas_fired_combustion_turbine_1,1970,28,.
p109_natural_gas_fired_combustion_turbine_1,1994,138,.
p109_natural_gas_fired_combustion_turbine_1,1995,266,.
p109_natural_gas_fired_combustion_turbine_1,1996,128,.
p109_natural_gas_fired_combustion_turbine_1,1999,768,.
p109_natural_gas_fired_combustion_turbine_1,2001,486,.
p109_natural_gas_fired_combustion_turbine_1,2002,925,.
p109_natural_gas_fired_combustion_turbine_1,2004,716,.
p109_natural_gas_fired_combustion_turbine_1,2005,176,.
p109_natural_gas_fired_combustion_turbine_1,2010,206,.
p109_petroleum_liquids_1,1934,0.8,.
p109_petroleum_liquids_1,1949,1.2,.
p109_petroleum_liquids_1,1952,1.4,.
p109_petroleum_liquids_1,1954,1.4,.
p109_petroleum_liquids_1,1974,6,.
p109_small_hydroelectric_1,2007,0.701611481363941,.
p109_small_hydroelectric_1,2008,0.306955023096724,.
p109_small_hydroelectric_1,2021,0.71546315309149,.
p109_small_hydroelectric_1,2029,0,.
p109_solar_photovoltaic_1,2016,10,.
p109_solar_photovoltaic_1,2017,15.8,.
p109_solar_photovoltaic_1,2019,1.7,.
p109_solar_photovoltaic_1,2022,50,.
p109_solar_photovoltaic_1,2023,2,.
p109_solar_photovoltaic_1,2024,1.3,.
p109_solar_photovoltaic_1,2025,280,.
p109_solar_photovoltaic_1,2026,70,.
p109_solar_photovoltaic_1,2027,188.5,.
p11_batteries_1,2012,0.5,1.5
p11_batteries_1,2014,2,6
p11_batteries_1,2015,2.5,5
p11_batteries_1,2016,2,2
p11_batteries_1,2017,39.5,158
p11_batteries_1,2018,40,38
p11_batteries_1,2020,251.5,702
p11_batteries_1,2021,171.7,555
p11_batteries_1,2022,20,80
p11_batteries_1,2023,40,40
p11_batteries_1,2024,79.4,91.9
p11_batteries_1,2025,419.1,1255.1
p11_batteries_1,2026,452,1808
p11_biomass_1,1985,0.763488442822384,.
p11_biomass_1,1997,5.29915602189781,.
p11_biomass_1,2004,0.68879821122826,.
p11_biomass_1,2008,0.406234159570154,.
p11_biomass_1,2009,0.406234159570154,.
p11_biomass_1,2011,0.551038568982608,.
p11_conventional_hydroelectric_1,2025,2.3,.
p11_natural_gas_fired_combined_cycle_1,1994,49.4,.
p11_natural_gas_fired_combined_cycle_1,2005,361,.
p11_natural_gas_fired_combined_cycle_1,2006,229,.
p11_natural_gas_fired_combined_cycle_1,2009,614,.
p11_natural_gas_fired_combined_cycle_2,2001,30,.
p11_natural_gas_fired_combined_cycle_2,2002,10.9,.
p11_natural_gas_fired_combustion_turbine_1,1983,18.5,.
p11_natural_gas_fired_combustion_turbine_1,2001,228.2,.
p11_natural_gas_fired_combustion_turbine_1,2002,48.7,.
p11_natural_gas_fired_combustion_turbine_1,2003,4.4,.
p11_natural_gas_fired_combustion_turbine_1,2004,4.8,.
p11_natural_gas_fired_combustion_turbine_1,2005,51,.
p11_natural_gas_fired_combustion_turbine_1,2009,47,.
p11_natural_gas_fired_combustion_turbine_1,2010,158.7,.
p11_natural_gas_fired_combustion_turbine_1,2013,4,.
