load_zone,fuel,period,fuel_cost
p100,uranium,2035,0.623503296991194
p101,uranium,2028,0.566032152223284
p101,uranium,2030,0.566032152223284
p101,uranium,2035,0.566032152223284
p102,uranium,2028,0.566032152223284
p102,uranium,2030,0.566032152223284
p102,uranium,2035,0.566032152223284
p103,uranium,2028,0.60023265819126
p103,uranium,2030,0.60023265819126
p103,uranium,2035,0.60023265819126
p104,uranium,2028,0.60023265819126
p104,uranium,2030,0.60023265819126
p104,uranium,2035,0.60023265819126
p105,uranium,2028,1.37390438022092
p105,uranium,2030,1.37390438022092
p105,uranium,2035,1.37390438022092
p106,uranium,2028,1.37390438022092
p106,uranium,2030,1.37390438022092
p106,uranium,2035,1.37390438022092
p107,uranium,2028,1.37390438022092
p107,uranium,2030,1.37390438022092
p107,uranium,2035,1.37390438022092
p108,uranium,2028,1.37390438022092
p108,uranium,2030,1.37390438022092
p108,uranium,2035,1.37390438022092
p109,uranium,2028,1.37390438022092
p109,uranium,2030,1.37390438022092
p109,uranium,2035,1.37390438022092
p110,uranium,2028,1.37390438022092
p110,uranium,2030,1.37390438022092
p110,uranium,2035,1.37390438022092
p111,uranium,2028,0.678520572609025
p111,uranium,2030,0.678520572609025
p111,uranium,2035,0.678520572609025
p112,uranium,2028,0.678520572609025
p112,uranium,2030,0.678520572609025
p112,uranium,2035,0.678520572609025
p113,uranium,2028,0.678520572609025
p113,uranium,2030,0.678520572609025
p113,uranium,2035,0.678520572609025
p114,uranium,2028,0.678520572609025
p114,uranium,2030,0.678520572609025
p114,uranium,2035,0.678520572609025
p115,uranium,2028,0.67783638358814
p115,uranium,2030,0.67783638358814
p115,uranium,2035,0.67783638358814
p116,uranium,2028,1.37390438022092
p116,uranium,2030,1.37390438022092
p116,uranium,2035,1.37390438022092
p117,uranium,2028,1.37390438022092
p117,uranium,2030,1.37390438022092
p117,uranium,2035,1.37390438022092
p118,uranium,2028,0.623503296991194
p118,uranium,2030,0.623503296991194
p118,uranium,2035,0.623503296991194
p119,uranium,2028,0.67783638358814
p119,uranium,2030,0.67783638358814
p119,uranium,2035,0.67783638358814
p120,uranium,2028,0.67783638358814
p120,uranium,2030,0.67783638358814
p120,uranium,2035,0.67783638358814
p121,uranium,2028,0.677271350911614
p121,uranium,2030,0.677271350911614
p121,uranium,2035,0.677271350911614
p122,uranium,2028,0.67783638358814
p122,uranium,2030,0.67783638358814
p122,uranium,2035,0.67783638358814
p123,uranium,2028,0.677271350911614
p123,uranium,2030,0.677271350911614
p123,uranium,2035,0.677271350911614
p124,uranium,2028,0.623503296991194
p124,uranium,2030,0.623503296991194
p124,uranium,2035,0.623503296991194
p125,uranium,2028,1.37390438022092
p125,uranium,2030,1.37390438022092
p125,uranium,2035,1.37390438022092
p126,uranium,2028,0.678839677181033
p126,uranium,2030,0.678839677181033
p126,uranium,2035,0.678839677181033
p127,uranium,2028,0.680151688771345
p127,uranium,2030,0.680151688771345
p127,uranium,2035,0.680151688771345
p128,uranium,2028,0.680151688771345
p128,uranium,2030,0.680151688771345
p128,uranium,2035,0.680151688771345
p129,uranium,2028,1.37390438022092
p129,uranium,2030,1.37390438022092
p129,uranium,2035,1.37390438022092
p130,uranium,2028,0.677271350911614
p130,uranium,2030,0.677271350911614
p130,uranium,2035,0.677271350911614
